"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"12430741000033111","34950311000001108","0302000K0BIABAM","fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fobumix easyhaler 160microg / 4.5microg/dose dry pdr inh","fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler","AMP","38896811000001103","R03AK07","inhalation powder","inhalation","budesonide/ formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","laba-ics","Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12431141000033117","34952211000001104","0302000V0BCAAA0","trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)","trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)","trelegy ellipta 92microg/55microg/22microg/dose dry pdr inh","trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler","AMP","34955111000001103","R03AL08","inhalation powder","inhalation","fluticasone furoate/ umeclidinium bromide/ vilanterol trifenatate","92.000microgram/1.000dose + 65.000microgram/1.000dose + 22.000microgram/1.000dose","triple","Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"12434441000033111","34950611000001103","0302000K0BIADAL","fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fobumix easyhaler 80microg/dose / 4.5microg/dose dry pdr inh","fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler","AMP","35912011000001109","R03AK07","inhalation powder","inhalation","budesonide/ formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","laba-ics","Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"1250141000033112","35936611000001107","0301011R0AAAKAK","salbutamol 200microgram inhalation powder blisters","salbutamol 200microgram inhalation powder blisters","salbutamol 200microgram inhalation powder blisters","salbutamol 200microgram inhalation powder blisters","VMP","35936611000001107","R03AC02","inhalation powder","inhalation","salbutamol sulfate","200.000microgram","saba","Salbutamol 200microgram inhalation powder blisters"
"1250241000033117","35936811000001106","0301011R0AAALAL","salbutamol 400microgram inhalation powder blisters","salbutamol 400microgram inhalation powder blisters","salbutamol 400microgram inhalation powder blisters","salbutamol 400microgram inhalation powder blisters","VMP","35936811000001106","R03AC02","inhalation powder","inhalation","salbutamol sulfate","400.000microgram","saba","Salbutamol 400microgram inhalation powder blisters"
"1252041000033114","35938011000001101","0301011U0AAABAB","salmeterol 50microgram inhalation powder blisters","salmeterol 50microgram inhalation powder blisters","salmeterol 50microgram inhalation powder blisters","salmeterol 50microgram inhalation powder blisters","VMP","35938011000001101","R03AC12","inhalation powder","inhalation","salmeterol xinafoate","50.000microgram","laba","Salmeterol 50microgram inhalation powder blisters"
"1252241000033118","NA","NA","salbutamol rotacaps 200 micrograms","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Salbutamol Rotacaps 200 micrograms"
"1252341000033111","NA","NA","salbutamol rotacaps 400 micrograms","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Salbutamol Rotacaps 400 micrograms"
"1252441000033117","NA","NA","salbutamol rotahaler 1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Salbutamol Rotahaler 1"
"12529241000033119","35515511000001100","0302000N0BKAAAY","fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fusacomb easyhaler 50microg / 250microg/dose dry pdr inh","fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler","AMP","38897511000001104","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12529341000033112","35515311000001106","0302000N0BKABAZ","fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","fusacomb easyhaler 50microg / 500microg/dose dry pdr inh","fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler","AMP","38897411000001103","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12530441000033112","35430311000001103","0302000C0BSABBF","kelhale 100micrograms/dose inhaler (cipla eu ltd)","kelhale 100micrograms/dose inhaler (cipla eu ltd)","kelhale 100micrograms/dose inhaler","kelhale 100micrograms/dose inhaler","AMP","35908111000001105","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)"
"12530541000033113","35430111000001100","0302000C0BSAABE","kelhale 50micrograms/dose inhaler (cipla eu ltd)","kelhale 50micrograms/dose inhaler (cipla eu ltd)","kelhale 50micrograms/dose inhaler","kelhale 50micrograms/dose inhaler","AMP","35909611000001106","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)"
"1255041000033118","NA","NA","salbutamol spacehaler 100 micrograms/puff","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saba","Salbutamol Spacehaler 100 micrograms/puff"
"12579341000033113","35594011000001105","0302000N0BLAABE","combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 50micrograms/dose inhaler","combisal 25micrograms/dose / 50micrograms/dose inhaler","AMP","39111011000001108","R03AK06","pressurised inhalation","inhalation","fluticasone propionate/ salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","laba-ics","Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)"
"12579441000033119","35594211000001100","0302000N0BLABBF","combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 125micrograms/dose inhaler","combisal 25micrograms/dose / 125micrograms/dose inhaler","AMP","39111111000001109","R03AK06","pressurised inhalation","inhalation","fluticasone propionate/ salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","laba-ics","Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)"
"12579541000033118","35594411000001101","0302000N0BLACBG","combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)","combisal 25micrograms/dose / 250micrograms/dose inhaler","combisal 25micrograms/dose / 250micrograms/dose inhaler","AMP","39111311000001106","R03AK06","pressurised inhalation","inhalation","fluticasone propionate/ salmeterol xinafoate","250.000microgram/1.000dose + 25.000microgram/1.000dose","laba-ics","Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)"
"12634941000033116","35647511000001107","0302000N0AABPBP","fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","fluticasone 125microg/formoterol 5microg/dose ba inh cfcfree","fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","VMP","35647511000001107","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free"
"12635041000033116","35647611000001106","0302000N0AABQBQ","fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","fluticasone 50microg/formoterol 5microg/dose ba inh cfc free","fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","VMP","35647611000001106","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free"
"12635141000033117","35647311000001101","0302000N0BDADBP","flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)","flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)","flutiform k-haler 125microg/dose / 5microg/dose ba inhaler","flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler","AMP","35647511000001107","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)"
"12635241000033112","35650811000001109","0302000N0BDAEBQ","flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)","flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)","flutiform k-haler 50microg/dose / 5microg/dose ba inh","flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler","AMP","35647611000001106","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)"
"12666141000033117","35813111000001107","0303030B0AAABAB","roflumilast 250microgram tablets","roflumilast 250microgram tablets","roflumilast 250microgram tablets","roflumilast 250microgram tablets","VMP","35813111000001107","R03DX07","tablet","oral","roflumilast","250.000microgram","pde4i","Roflumilast 250microgram tablets"
"1267441000033114","3380111000001107","0301011U0BBAEAE","serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd)","serevent 50micrograms/dose accuhaler","serevent 50micrograms/dose accuhaler","AMP","39113211000001104","R03AC12","inhalation powder","inhalation","salmeterol xinafoate","50.000microgram/1.000dose","laba","Serevent 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"1267641000033111","408911000001105","0301011U0BBACAC","serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd)","serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd)","serevent 25micrograms/dose inhaler","serevent 25micrograms/dose inhaler","AMP","39110811000001105","R03AC12","pressurised inhalation","inhalation","salmeterol xinafoate","25.000microgram/1.000dose","laba","Serevent 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)"
"1268941000033117","3084011000001103","0301011U0BBAAAA","serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd)","serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd)","serevent 50microgram disks with diskhaler","serevent 50microgram disks with diskhaler","AMP","35937811000001108","R03AC12","inhalation powder","inhalation","salmeterol xinafoate","50.000microgram","laba","Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"1272941000033113","3082411000001100","0301011U0BBABAB","serevent 50microgram disks (glaxosmithkline uk ltd)","serevent 50microgram disks (glaxosmithkline uk ltd)","serevent 50microgram disks","serevent 50microgram disks","AMP","35938011000001101","R03AC12","inhalation powder","inhalation","salmeterol xinafoate","50.000microgram","laba","Serevent 50microgram disks (GlaxoSmithKline UK Ltd)"
"12901341000033112","36603211000001106","0302000C0BTAABE","soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 50micrograms/dose inhaler","soprobec 50micrograms/dose inhaler","AMP","35909611000001106","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901441000033118","36603611000001108","0302000C0BTACBF","soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 100micrograms/dose inhaler","soprobec 100micrograms/dose inhaler","AMP","35908111000001105","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901541000033117","36603411000001105","0302000C0BTABBV","soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 200micrograms/dose inhaler","soprobec 200micrograms/dose inhaler","AMP","10621011000001101","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","200.000microgram/1.000dose","ics","Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901641000033116","36603811000001107","0302000C0BTADBW","soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)","soprobec 250micrograms/dose inhaler","soprobec 250micrograms/dose inhaler","AMP","10621111000001100","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","250.000microgram/1.000dose","ics","Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901741000033113","36604711000001102","0302000N0BMAAAZ","stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)","stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)","stalpex 50microg/dose / 500microg/dose dry powder inh","stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler","AMP","38897411000001103","R03AK06","inhalation powder","inhalation","fluticasone propionate/ salmeterol xinafoate","500.000microgram/1.000dose + 50.000microgram/1.000dose","laba-ics","Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"13178541000033111","37692511000001100","0301040X0AAABAB","tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free","tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free","tiotropium brom 2.5microg/olodaterol 2.5microg/dose soln","tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free","VMP","37692511000001100","R03AL06","inhalation solution","inhalation","olodaterol hydrochloride/ tiotropium bromide","2.500microgram/1.000dose + 2.500microgram/1.000dose","laba-lama","Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free"
