"cat","medcodeid","aurumterm","disease_num","score","term"
"Any malignancy","291451012","[m]thyroid adenoma and adenocarcinoma",11,2,"[M]Thyroid adenoma and adenocarcinoma"
"Any malignancy","289566011","malignant neoplasms of independent (primary) multiple sites",11,2,"Malignant neoplasms of independent (primary) multiple sites"
"Any malignancy","288690014","primary carcinoma of liver",11,2,"Primary carcinoma of liver"
"Any malignancy","306821000006110","[m]choriocarcinoma combined with teratoma",11,2,"[M]Choriocarcinoma combined with teratoma"
"Any malignancy","173944012","kaposi's sarcoma of skin",11,2,"Kaposi's sarcoma of skin"
"Any malignancy","307921000006115","[m]endometrioid adenofibroma, malignant",11,2,"[M]Endometrioid adenofibroma, malignant"
"Any malignancy","289142014","malignant neoplasm of upper-inner quadrant of female breast",11,2,"Malignant neoplasm of upper-inner quadrant of female breast"
"Any malignancy","290776015","carcinoma in situ of respiratory system",11,2,"Carcinoma in situ of respiratory system"
"Any malignancy","1221109014","[m]hodgkin's disease",11,2,"[M]Hodgkin's disease"
"Any malignancy","1815431000006118","other mature t/nk-cell lymphoma",11,2,"Other mature T/NK-cell lymphoma"
"Any malignancy","289594015","lymphosarcoma of intrathoracic lymph nodes",11,2,"Lymphosarcoma of intrathoracic lymph nodes"
"Any malignancy","146741000006114","sezary's disease of spleen",11,2,"Sezary's disease of spleen"
"Any malignancy","724681000006111","malignant neoplasm of meninges, unspecified",11,2,"Malignant neoplasm of meninges, unspecified"
"Any malignancy","311671000006118","[m]malignant lymphoma nos",11,2,"Malignant lymphoma"
"Any malignancy","1770481000006118","[m]superficial basal cell carcinoma",11,2,"Multifocal superficial basal cell carcinoma"
"Any malignancy","304271000006116","[m]acinar cell carcinoma",11,2,"Acinar cell carcinoma"
"Any malignancy","379089019","rectal carcinoma",11,2,"Rectal carcinoma"
"Any malignancy","1217360013","malignant neoplasm, overlapping lesion of hypopharynx",11,2,"Malignant neoplasm, overlapping lesion of hypopharynx"
"Any malignancy","289381016","malignant neoplasm of spinal arachnoid mater",11,2,"Malignant neoplasm of spinal arachnoid mater"
"Any malignancy","311351000006119","[m]lymphoblastic lymphosarcoma nos",11,2,"[M]Lymphoblastic lymphosarcoma NOS"
"Any malignancy","1224870013","[m]hepatocellular carcinoma nos",11,2,"[M]Hepatocellular carcinoma NOS"
"Any malignancy","289773015","leukaemic reticuloendotheliosis nos",11,2,"Leukaemic reticuloendotheliosis NOS"
"Any malignancy","289396017","malignant neoplasm of other specified part of nervous system",11,2,"Malignant neoplasm of other specified part of nervous system"
"Any malignancy","967761000006115","langerhans' cell histiocytosis",11,2,"Langerhans cell histiocytosis"
"Any malignancy","291933016","[m]hodgkin,s disease, nodular sclerosis, mixed cellularity",11,2,"Hodgkin lymphoma, nodular sclerosis, grade 1"
"Any malignancy","396551000006118","[x]malignant neoplasm/overlap lesion/bone+articulr cartilage",11,2,"Overlapping malignant neoplasm of bone and articular cartilage"
"Any malignancy","154183017","malignant histiocytosis of intra-abdominal lymph nodes",11,2,"Malignant histiocytosis of intra-abdominal lymph nodes"
"Any malignancy","289611015","burkitt's lymphoma of lymph nodes of multiple sites",11,2,"Burkitt's lymphoma of lymph nodes of multiple sites"
"Any malignancy","155539011","malignant neoplasm of skin of hip",11,2,"Malignant neoplasm of skin of hip"
"Any malignancy","289426010","malignant neoplasm of cheek nos",11,2,"Carcinoma of cheek"
"Any malignancy","2901912012","diffuse follicle centre lymphoma",11,2,"Diffuse follicle centre lymphoma"
"Any malignancy","81411000006113","unspec malig neop lymphoid/histiocytic lymph node axilla/arm",11,2,"Unspec malig neop lymphoid/histiocytic lymph node axilla/arm"
"Any malignancy","153338016","carcinoma in situ of skin of knee",11,2,"Carcinoma in situ of skin of knee"
"Any malignancy","305211000006112","[m]alveolar rhabdomyosarcoma",11,2,"Alveolar rhabdomyosarcoma"
"Any malignancy","313701000006118","[m]neoplasm, malignant",11,2,"Malignant neoplasm"
"Any malignancy","554151000006112","chronic erythraemia",11,2,"Polycythaemia vera (clinical)"
"Any malignancy","291953017","[m]lymphoma, nodular or follicular nos",11,2,"[M]Lymphoma, nodular or follicular NOS"
"Any malignancy","306661000006117","[m]chondroblastic osteosarcoma",11,2,"[M]Chondroblastic osteosarcoma"
"Any malignancy","290819010","carcinoma in situ of skin of jaw",11,2,"Carcinoma in situ of skin of jaw"
"Any malignancy","291372011","[m]adenocarcinoma nos",11,2,"Adenocarcinoma"
"Any malignancy","153133016","carcinoma in situ of colon",11,2,"Carcinoma in situ of colon"
"Any malignancy","729471000006114","malig neop of endocrine gland or related structure nos",11,2,"Malig neop of endocrine gland or related structure NOS"
"Any malignancy","311461000006111","[m]lymphomas, nodular or follicular",11,2,"Malignant lymphoma, follicular AND/OR nodular"
"Any malignancy","289451011","malignant neoplasm of flank nos",11,2,"Malignant neoplasm of flank"
"Any malignancy","288377011","malignant neoplasm of upper lip, inner aspect nos",11,2,"Malignant neoplasm of upper lip, inner aspect NOS"
"Any malignancy","289325010","malignant neoplasm of lacrimal sac",11,2,"Malignant neoplasm of lacrimal sac"
"Any malignancy","155477015","malignant neoplasm of presacral region",11,2,"Malignant neoplasm of presacral region"
"Any malignancy","726071000006111","malignant neoplasm of endocardium",11,2,"Malignant neoplasm of endocardium"
"Any malignancy","308641000006117","[m]fibromyxosarcoma",11,2,"Fibromyxosarcoma"
"Any malignancy","153364010","carcinoma in situ of sphenoidal sinus",11,2,"Carcinoma in situ of sphenoidal sinus"
"Any malignancy","308501000006115","[m]fibrochondrosarcoma",11,2,"[M]Fibrochondrosarcoma"
"Any malignancy","289428011","malignant neoplasm of jaw nos",11,2,"Malignant neoplasm of jaw"
"Any malignancy","146721000006119","sezary's disease of lymph nodes of inguinal region and leg",11,2,"Sezary's disease of lymph nodes of inguinal region and lower limb"
"Any malignancy","289421017","malignant neoplasm of other specified endocrine gland",11,2,"Malignant neoplasm of other specified endocrine gland"
"Any malignancy","289007013","malignant neoplasm of connective and soft tissue, site nos",11,2,"Malignant neoplasm of connective and soft tissue, site NOS"
"Any malignancy","289285010","malignant neoplasm of kidney parenchyma",11,2,"Malignant neoplasm of kidney parenchyma"
"Any malignancy","288800018","malignant neoplasm of cricoid cartilage",11,2,"Malignant neoplasm of cricoid cartilage"
"Any malignancy","722961000006116","malignant neoplasm of pineal gland",11,2,"Malignant neoplasm of pineal gland"
"Any malignancy","1216486011","oesophageal cancer",11,2,"Oesophageal cancer"
"Any malignancy","289409016","malignant neoplasm of craniopharyngeal duct",11,2,"Malignant neoplasm of craniopharyngeal duct"
"Any malignancy","288685011","malignant neoplasm of anus unspecified",11,2,"Malignant tumour of anus"
"Any malignancy","289406011","malignant neoplasm of adrenal gland nos",11,2,"Malignant tumour of adrenal gland"
"Any malignancy","153246017","carcinoma in situ of mastoid air cells",11,2,"Carcinoma in situ of mastoid air cells"
"Any malignancy","317821000006114","[m]tubular adenocarcinoma",11,2,"Tubular adenocarcinoma"
"Any malignancy","723801000006115","malignant neoplasm of other sites lip, oral cavity, pharynx",11,2,"Malignant neoplasm of other sites lip, oral cavity, pharynx"
"Any malignancy","482741013","malignant neoplasm of cauda equina",11,2,"Malignant neoplasm of cauda equina"
"Any malignancy","722511000006112","malignant neoplasm of retained testis",11,2,"Malignant tumour of undescended testis"
"Any malignancy","289637017","hodgkin's granuloma of lymph nodes of multiple sites",11,2,"Hodgkin's granuloma of lymph nodes of multiple sites"
"Any malignancy","825771000006119","hiv disease resulting in kaposi's sarcoma",11,2,"Kaposi's sarcoma associated with AIDS"
"Any malignancy","722911000006119","malignant neoplasm of peripheral nerves of head, face & neck",11,2,"Malignant neoplasm of peripheral nerves of head, face and neck"
"Any malignancy","728461000006112","malig neopl peripheral nerves and autonomic nervous system",11,2,"Malig neopl peripheral nerves and autonomic nervous system"
"Any malignancy","289380015","malignant neoplasm of spinal dura mater",11,2,"Malignant neoplasm of spinal dura mater"
"Any malignancy","309361000006119","[m]glomoid sarcoma",11,2,"[M]Glomoid sarcoma"
"Any malignancy","312171000006116","[m]medullary carcinoma with lymphoid stroma",11,2,"[M]Medullary carcinoma with lymphoid stroma"
"Any malignancy","2124491000000113","follicular lymphoma grade 3a",11,2,"Follicular lymphoma grade 3a"
"Any malignancy","289376013","malignant neoplasm of cerebral arachnoid mater",11,2,"Malignant neoplasm of cerebral arachnoid mater"
"Any malignancy","1232355013","[m]pigmented dermatofibrosarcoma protuberans",11,2,"[M] Pigmented dermatofibrosarcoma protuberans"
"Any malignancy","289374011","malignant neoplasm of cranial nerves nos",11,2,"Malignant neoplasm of cranial nerves NOS"
"Any malignancy","288652015","malignant neoplasm of other specified site of stomach",11,2,"Malignant neoplasm of other specified site of stomach"
"Any malignancy","289596018","lymphosarcoma of lymph nodes of axilla and upper limb",11,2,"Lymphosarcoma of lymph nodes of axilla and upper limb"
"Any malignancy","729501000006119","malig neop of other and unspecified parts of nervous system",11,2,"Malig neop of other and unspecified parts of nervous system"
"Any malignancy","344657018","t-zone lymphoma",11,2,"T-zone lymphoma"
"Any malignancy","288857011","malignant neoplasm of other site of respiratory tract",11,2,"Malignant neoplasm of other site of respiratory tract"
"Any malignancy","727521000006118","malignant neoplasm of brain stem nos",11,2,"Malignant neoplasm of brain stem NOS"
"Any malignancy","153344017","carcinoma in situ of skin of nose",11,2,"Carcinoma in situ of skin of nose"
"Any malignancy","720991000006113","malignant neoplasm of urethra",11,2,"Malignant neoplasm of urethra"
"Any malignancy","727511000006114","malignant neoplasm of brain stem",11,2,"Malignant neoplasm of brainstem"
"Any malignancy","289781019","malignant mast cell tumours",11,2,"Malignant mast cell tumours"
"Any malignancy","307091000006117","[m]colloid adenocarcinoma",11,2,"[M]Colloid adenocarcinoma"
"Any malignancy","153203015","carcinoma in situ of jejunum",11,2,"Carcinoma in situ of jejunum"
"Any malignancy","306681000006110","[m]chondroblastoma, malignant",11,2,"[M]Chondroblastoma, malignant"
"Any malignancy","289339010","malignant neoplasm of corpus striatum",11,2,"Malignant neoplasm of corpus striatum"
"Any malignancy","291484012","[m]sebaceous adenoma and adenocarcinoma",11,2,"[M]Sebaceous adenoma and adenocarcinoma"
"Any malignancy","290806011","carcinoma in situ of skin of eyelid including canthus",11,2,"Carcinoma in situ of skin of eyelid including canthus"
"Any malignancy","396121000006119","[x]mal neoplasm/overlap lesion/bone+articular cartilage/limb",11,2,"[X]Mal neoplasm/overlap lesion/bone+articular cartilage/limb"
"Any malignancy","289341011","malignant neoplasm of globus pallidus",11,2,"Malignant neoplasm of globus pallidus"
"Any malignancy","291536017","[m]comedocarcinoma nos",11,2,"[M]Comedocarcinoma NOS"
"Any malignancy","288443019","malignant neoplasm of anterior portion of floor of mouth",11,2,"Malignant neoplasm of anterior portion of floor of mouth"
"Any malignancy","2692069010","malignant neoplasm of brain",11,2,"Malignant neoplasm of brain"
"Any malignancy","288423013","malignant neoplasm of anterior 2/3 of tongue ventral surface",11,2,"Malignant neoplasm of anterior 2/3 of tongue ventral surface"
"Any malignancy","289326011","malignant neoplasm of nasolacrimal duct",11,2,"Malignant neoplasm of nasolacrimal duct"
"Any malignancy","289356019","malignant neoplasm of medulla oblongata",11,2,"Malignant neoplasm of medulla oblongata"
"Any malignancy","722521000006116","malignant neoplasm of retina",11,2,"Malignant neoplasm of retina"
"Any malignancy","1227555012","[v]personal history of malignant neoplasm of anus",11,2,"[V]Personal history of malignant neoplasm of anus"
"Any malignancy","27148012","clark melanoma level 5",11,2,"Clark melanoma level 5"
"Any malignancy","727381000006110","malignant neoplasm of base of tongue",11,2,"Malignant tumour of base of tongue"
"Any malignancy","289311014","malignant neoplasm of iris",11,2,"Malignant neoplasm of iris"
"Any malignancy","313501000006112","[m]myosarcoma",11,2,"[M]Myosarcoma"
"Any malignancy","289301019","malignant neoplasm of genitourinary organ nos",11,2,"Malignant neoplasm of genitourinary organ NOS"
"Any malignancy","396481000006110","[x]malignant neoplasm/bones+articular cartilage/limb,unspfd",11,2,"Malignant neoplasm of bone and articular cartilage of limb"
"Any malignancy","155308013","malignant neoplasm of ischium",11,2,"Malignant neoplasm of ischium"
"Any malignancy","291316017","[m]tumour cells, uncertain whether benign or malignant",11,2,"Tumour cells, uncertain whether benign or malignant"
"Any malignancy","289296019","malignant neoplasm of renal pelvis nos",11,2,"Malignant neoplasm of renal pelvis NOS"
"Any malignancy","1227562015","[v]personal history of malignant neoplasm of middle ear",11,2,"[V]Personal history of malignant neoplasm of middle ear"
"Any malignancy","289288012","hypernephroma",11,2,"Hypernephroma"
"Any malignancy","288913013","malignant neoplasm of carpal bone - trapezium",11,2,"Malignant neoplasm of carpal bone - trapezium"
"Any malignancy","315951000006117","[m]reticulosarcoma nos",11,2,"[M]Reticulosarcoma NOS"
"Any malignancy","1231028010","[m]desmoplastic melanoma, malignant",11,2,"[M]Desmoplastic melanoma, malignant"
"Any malignancy","289013016","malignant melanoma of external auditory meatus",11,2,"Malignant melanoma of external auditory meatus"
"Any malignancy","82041000006113","unspecified b-cell non-hodgkin's lymphoma",11,2,"B-cell non-Hodgkin's lymphoma"
"Any malignancy","1815151000006116","follicular lymphoma",11,2,"Follicular lymphoma"
"Any malignancy","289738017","mycosis fungoides of lymph nodes of multiple sites",11,2,"Mycosis fungoides of lymph nodes of multiple sites"
"Any malignancy","289585014","reticulosarcoma of lymph nodes of axilla and upper limb",11,2,"Reticulosarcoma of lymph nodes of axilla and upper limb"
"Any malignancy","720591000006115","malignant neoplasm, overlapping lesion male genital orgs",11,2,"Malignant neoplasm, overlapping lesion of male genital organs"
"Any malignancy","723601000006116","malignant neoplasm of other and ill defined site nos",11,2,"Malignant neoplasm of other and ill defined site NOS"
